pdb_file,metadata_file,protein_chains,polymer_composition,PDB_ID
data/Ankyrin_repeat_protein/pdb_files/7NM1.pdb,data/Ankyrin_repeat_protein/metadata_files/7NM1_metadata.json,2,heteromeric protein,7NM1
data/Ankyrin_repeat_protein/pdb_files/7NM9.pdb,data/Ankyrin_repeat_protein/metadata_files/7NM9_metadata.json,2,heteromeric protein,7NM9
data/Ankyrin_repeat_protein/pdb_files/7NV4.pdb,data/Ankyrin_repeat_protein/metadata_files/7NV4_metadata.json,2,heteromeric protein,7NV4
data/Ankyrin_repeat_protein/pdb_files/7NVI.pdb,data/Ankyrin_repeat_protein/metadata_files/7NVI_metadata.json,2,heteromeric protein,7NVI
data/Ankyrin_repeat_protein/pdb_files/7NWS.pdb,data/Ankyrin_repeat_protein/metadata_files/7NWS_metadata.json,2,heteromeric protein,7NWS
data/Ankyrin_repeat_protein/pdb_files/7NXS.pdb,data/Ankyrin_repeat_protein/metadata_files/7NXS_metadata.json,2,heteromeric protein,7NXS
data/Ankyrin_repeat_protein/pdb_files/7NXT.pdb,data/Ankyrin_repeat_protein/metadata_files/7NXT_metadata.json,2,heteromeric protein,7NXT
data/Ankyrin_repeat_protein/pdb_files/7NXW.pdb,data/Ankyrin_repeat_protein/metadata_files/7NXW_metadata.json,2,heteromeric protein,7NXW
data/Ankyrin_repeat_protein/pdb_files/7NXY.pdb,data/Ankyrin_repeat_protein/metadata_files/7NXY_metadata.json,2,heteromeric protein,7NXY
data/Ankyrin_repeat_protein/pdb_files/7NY4.pdb,data/Ankyrin_repeat_protein/metadata_files/7NY4_metadata.json,2,heteromeric protein,7NY4
data/Ankyrin_repeat_protein/pdb_files/7NYF.pdb,data/Ankyrin_repeat_protein/metadata_files/7NYF_metadata.json,2,heteromeric protein,7NYF
data/Ankyrin_repeat_protein/pdb_files/7NZG.pdb,data/Ankyrin_repeat_protein/metadata_files/7NZG_metadata.json,2,heteromeric protein,7NZG
data/Ankyrin_repeat_protein/pdb_files/7NZK.pdb,data/Ankyrin_repeat_protein/metadata_files/7NZK_metadata.json,2,heteromeric protein,7NZK
data/Ankyrin_repeat_protein/pdb_files/7NZV.pdb,data/Ankyrin_repeat_protein/metadata_files/7NZV_metadata.json,2,heteromeric protein,7NZV
data/Ankyrin_repeat_protein/pdb_files/7O34.pdb,data/Ankyrin_repeat_protein/metadata_files/7O34_metadata.json,2,heteromeric protein,7O34
data/Ankyrin_repeat_protein/pdb_files/7O3Q.pdb,data/Ankyrin_repeat_protein/metadata_files/7O3Q_metadata.json,2,heteromeric protein,7O3Q
data/Ankyrin_repeat_protein/pdb_files/7O3S.pdb,data/Ankyrin_repeat_protein/metadata_files/7O3S_metadata.json,2,heteromeric protein,7O3S
data/Ankyrin_repeat_protein/pdb_files/7O57.pdb,data/Ankyrin_repeat_protein/metadata_files/7O57_metadata.json,2,heteromeric protein,7O57
data/Ankyrin_repeat_protein/pdb_files/7O59.pdb,data/Ankyrin_repeat_protein/metadata_files/7O59_metadata.json,2,heteromeric protein,7O59
data/Ankyrin_repeat_protein/pdb_files/7O5A.pdb,data/Ankyrin_repeat_protein/metadata_files/7O5A_metadata.json,2,heteromeric protein,7O5A
data/Ankyrin_repeat_protein/pdb_files/7O5F.pdb,data/Ankyrin_repeat_protein/metadata_files/7O5F_metadata.json,2,heteromeric protein,7O5F
data/Ankyrin_repeat_protein/pdb_files/7O5G.pdb,data/Ankyrin_repeat_protein/metadata_files/7O5G_metadata.json,2,heteromeric protein,7O5G
data/Ankyrin_repeat_protein/pdb_files/7O5P.pdb,data/Ankyrin_repeat_protein/metadata_files/7O5P_metadata.json,2,heteromeric protein,7O5P
data/Ankyrin_repeat_protein/pdb_files/7O5U.pdb,data/Ankyrin_repeat_protein/metadata_files/7O5U_metadata.json,2,heteromeric protein,7O5U
data/Ankyrin_repeat_protein/pdb_files/7O5X.pdb,data/Ankyrin_repeat_protein/metadata_files/7O5X_metadata.json,2,heteromeric protein,7O5X
data/Ankyrin_repeat_protein/pdb_files/7O6I.pdb,data/Ankyrin_repeat_protein/metadata_files/7O6I_metadata.json,2,heteromeric protein,7O6I
data/Ankyrin_repeat_protein/pdb_files/7O6J.pdb,data/Ankyrin_repeat_protein/metadata_files/7O6J_metadata.json,2,heteromeric protein,7O6J
data/Ankyrin_repeat_protein/pdb_files/7O6M.pdb,data/Ankyrin_repeat_protein/metadata_files/7O6M_metadata.json,2,heteromeric protein,7O6M
data/Ankyrin_repeat_protein/pdb_files/7O6O.pdb,data/Ankyrin_repeat_protein/metadata_files/7O6O_metadata.json,2,heteromeric protein,7O6O
data/Ankyrin_repeat_protein/pdb_files/5KY8.pdb,data/Ankyrin_repeat_protein/metadata_files/5KY8_metadata.json,2,heteromeric protein,5KY8
data/Ankyrin_repeat_protein/pdb_files/5KY0.pdb,data/Ankyrin_repeat_protein/metadata_files/5KY0_metadata.json,2,heteromeric protein,5KY0
data/Ankyrin_repeat_protein/pdb_files/5KY4.pdb,data/Ankyrin_repeat_protein/metadata_files/5KY4_metadata.json,2,heteromeric protein,5KY4
data/Ankyrin_repeat_protein/pdb_files/5KY9.pdb,data/Ankyrin_repeat_protein/metadata_files/5KY9_metadata.json,2,heteromeric protein,5KY9
data/Ankyrin_repeat_protein/pdb_files/3QXY.pdb,data/Ankyrin_repeat_protein/metadata_files/3QXY_metadata.json,4,heteromeric protein,3QXY
data/Ankyrin_repeat_protein/pdb_files/3RC0.pdb,data/Ankyrin_repeat_protein/metadata_files/3RC0_metadata.json,4,heteromeric protein,3RC0
data/Ankyrin_repeat_protein/pdb_files/5URN.pdb,data/Ankyrin_repeat_protein/metadata_files/5URN_metadata.json,2,heteromeric protein,5URN
data/Ankyrin_repeat_protein/pdb_files/2LWW.pdb,data/Ankyrin_repeat_protein/metadata_files/2LWW_metadata.json,2,heteromeric protein,2LWW
data/Ankyrin_repeat_protein/pdb_files/4XLW.pdb,data/Ankyrin_repeat_protein/metadata_files/4XLW_metadata.json,8,heteromeric protein,4XLW
data/Ankyrin_repeat_protein/pdb_files/5U4K.pdb,data/Ankyrin_repeat_protein/metadata_files/5U4K_metadata.json,2,heteromeric protein,5U4K
data/Ankyrin_repeat_protein/pdb_files/5JWP.pdb,data/Ankyrin_repeat_protein/metadata_files/5JWP_metadata.json,2,heteromeric protein,5JWP
data/Ankyrin_repeat_protein/pdb_files/2ILM.pdb,data/Ankyrin_repeat_protein/metadata_files/2ILM_metadata.json,2,heteromeric protein,2ILM
data/Ankyrin_repeat_protein/pdb_files/1H2K.pdb,data/Ankyrin_repeat_protein/metadata_files/1H2K_metadata.json,2,heteromeric protein,1H2K
data/Ankyrin_repeat_protein/pdb_files/1H2L.pdb,data/Ankyrin_repeat_protein/metadata_files/1H2L_metadata.json,2,heteromeric protein,1H2L
data/Ankyrin_repeat_protein/pdb_files/1H2M.pdb,data/Ankyrin_repeat_protein/metadata_files/1H2M_metadata.json,2,heteromeric protein,1H2M
data/Ankyrin_repeat_protein/pdb_files/9FZB.pdb,data/Ankyrin_repeat_protein/metadata_files/9FZB_metadata.json,2,heteromeric protein,9FZB
data/Ankyrin_repeat_protein/pdb_files/8RCI.pdb,data/Ankyrin_repeat_protein/metadata_files/8RCI_metadata.json,2,heteromeric protein,8RCI
data/DARPin/pdb_files/9IRV.pdb,data/DARPin/metadata_files/9IRV_metadata.json,3,heteromeric protein,9IRV
data/DARPin/pdb_files/9F24.pdb,data/DARPin/metadata_files/9F24_metadata.json,2,heteromeric protein,9F24
data/DARPin/pdb_files/9F22.pdb,data/DARPin/metadata_files/9F22_metadata.json,2,heteromeric protein,9F22
data/DARPin/pdb_files/8V9O.pdb,data/DARPin/metadata_files/8V9O_metadata.json,6,heteromeric protein,8V9O
data/DARPin/pdb_files/9GAU.pdb,data/DARPin/metadata_files/9GAU_metadata.json,2,heteromeric protein,9GAU
data/DARPin/pdb_files/6AR6.pdb,data/DARPin/metadata_files/6AR6_metadata.json,2,heteromeric protein,6AR6
data/DARPin/pdb_files/8G4E.pdb,data/DARPin/metadata_files/8G4E_metadata.json,2,heteromeric protein,8G4E
data/DARPin/pdb_files/8G3K.pdb,data/DARPin/metadata_files/8G3K_metadata.json,2,heteromeric protein,8G3K
data/DARPin/pdb_files/8AED.pdb,data/DARPin/metadata_files/8AED_metadata.json,4,heteromeric protein,8AED
data/DARPin/pdb_files/6C9I.pdb,data/DARPin/metadata_files/6C9I_metadata.json,24,heteromeric protein,6C9I
data/DARPin/pdb_files/9FE3.pdb,data/DARPin/metadata_files/9FE3_metadata.json,2,heteromeric protein,9FE3
data/DARPin/pdb_files/9FHJ.pdb,data/DARPin/metadata_files/9FHJ_metadata.json,2,heteromeric protein,9FHJ
data/DARPin/pdb_files/6NHT.pdb,data/DARPin/metadata_files/6NHT_metadata.json,24,heteromeric protein,6NHT
data/DARPin/pdb_files/9FE2.pdb,data/DARPin/metadata_files/9FE2_metadata.json,2,heteromeric protein,9FE2
data/DARPin/pdb_files/9FHC.pdb,data/DARPin/metadata_files/9FHC_metadata.json,2,heteromeric protein,9FHC
data/DARPin/pdb_files/9HCI.pdb,data/DARPin/metadata_files/9HCI_metadata.json,5,heteromeric protein,9HCI
data/DARPin/pdb_files/9FHG.pdb,data/DARPin/metadata_files/9FHG_metadata.json,5,heteromeric protein,9FHG
data/DARPin/pdb_files/9HAO.pdb,data/DARPin/metadata_files/9HAO_metadata.json,5,heteromeric protein,9HAO
data/DARPin/pdb_files/8VDZ.pdb,data/DARPin/metadata_files/8VDZ_metadata.json,24,heteromeric protein,8VDZ
data/DARPin/pdb_files/9FE1.pdb,data/DARPin/metadata_files/9FE1_metadata.json,4,heteromeric protein,9FE1
data/DARPin/pdb_files/9GNB.pdb,data/DARPin/metadata_files/9GNB_metadata.json,2,heteromeric protein,9GNB
data/DARPin/pdb_files/2ZVN.pdb,data/DARPin/metadata_files/2ZVN_metadata.json,8,heteromeric protein,2ZVN
data/DARPin/pdb_files/8G42.pdb,data/DARPin/metadata_files/8G42_metadata.json,2,heteromeric protein,8G42
data/DARPin/pdb_files/8G4F.pdb,data/DARPin/metadata_files/8G4F_metadata.json,2,heteromeric protein,8G4F
data/DARPin/pdb_files/8G4H.pdb,data/DARPin/metadata_files/8G4H_metadata.json,2,heteromeric protein,8G4H
data/DARPin/pdb_files/9YMG.pdb,data/DARPin/metadata_files/9YMG_metadata.json,6,heteromeric protein,9YMG
data/DARPin/pdb_files/8G47.pdb,data/DARPin/metadata_files/8G47_metadata.json,2,heteromeric protein,8G47
data/DARPin/pdb_files/2ZVO.pdb,data/DARPin/metadata_files/2ZVO_metadata.json,4,heteromeric protein,2ZVO
data/DARPin/pdb_files/8P9C.pdb,data/DARPin/metadata_files/8P9C_metadata.json,3,heteromeric protein,8P9C
data/DARPin/pdb_files/8P9D.pdb,data/DARPin/metadata_files/8P9D_metadata.json,6,heteromeric protein,8P9D
data/DARPin/pdb_files/8P9E.pdb,data/DARPin/metadata_files/8P9E_metadata.json,3,heteromeric protein,8P9E
data/DARPin/pdb_files/3JSV.pdb,data/DARPin/metadata_files/3JSV_metadata.json,4,heteromeric protein,3JSV
data/DARPin/pdb_files/4OWF.pdb,data/DARPin/metadata_files/4OWF_metadata.json,3,heteromeric protein,4OWF
